"","Tweets","Category"
"2245","congrats adil you have won tickets to the movie spyder dm us your phone number and email id spyderwithola","Positive"
"2246","name mahesh babu’s first movie as a child aist spyderwithola","Positive"
"2247","congrats you have won couples ticket to the movie spyder dm us your phone number and email id spyderwithola","Positive"
"2248","which famous tamil actor was a senior to mahesh babu in loyola college chennai and also played cricket with him spyderwithola","Positive"
"2249","congrats you have won couple tickets for the movie spyder dm us your phone number and email id spyderwithola","Positive"
"2250","which famous mall in hyderabad is shown in the first scene of the spyders teaser spyderwithola","Positive"
"2251","congrats you have won tickets to the movie spyder dm us your email id and phone number spyderwithola","Positive"
"2252","where do mahesh amp rakul agree to talk in the trailer of the movie spyder spyderwithola","Positive"
"2253","congrats you have won tickets to the movie spyder dm us your email id and phone number spyderwithola","Positive"
"2254","mahesh babu has mentioned about two movies of santhosh sivan his favorite cinematographer can you name the movies spyderwithola","Positive"
"2255","congrats you have won couple tickets to the movie spyder dm us your phone number and email id spyderwithola","Positive"
"2256","last question guys the movie spyder had a different working title which also staed with s guess the title spyderwithola","Positive"
"2257","congrats you have won a couple tickets to the movie spyder dm us your phone number and email id spyderwithola","Positive"
"2258","agreed responsible tourism is the need of the hour we had also panered withto spread this message ghoomoresponsibly","Positive"
"2259","nice catch not just that we also suppo golocal respectthehost golitterfree and protecttheplanet ghoomoresponsibly","Positive"
"2260","happy worldtourismday people heres olas guide to ghoomoresponsibly in collaboration with 7 states and","Positive"
"2261","on this worldtourismday i urge you to have fun while you travel but ghoomoresponsibly olaoutstation","Positive"
"2262","free wifi inolaauto 



","Positive"
"2263","not just bengaluru its available everywhere including chennai machi olaautoda","Positive"
"2264","its a fair feedback we will let the team know","Positive"
"2265","were happy to paner with assam tourism to promote responsible tourismghoomoresponsibly olaoutstation","Positive"
"2266","this festive season get going for pandal hopping with olarentals mahaashtami","Positive"
"2267","bengaluru we’ve got some irresistible deals on your share rides throughout the day all week longfarakpadtahai","Positive"
"2268","mumbai we have suspended peak pricing on all rides from elphinstone 
share your rides to help more people reach their destinations","Negative"
"2269","wish you a very happydussehra may your life be filled with love joy and prosperity","Positive"
"2270","delhi heading to theevent at igi stadium now take an olashare to there amp back at just 49 for 6 km farakpadtahai","Negative"
"2271","honored to contribute to the swachhatahiseva movt led by hon’blethis gandhi jayanti12","Positive"
"2272","we have integrated technology to help 800000driverpaners find nearby public toilets from their incab devices 22","Positive"
"2273","ola now helps drivers find public toilets commendableeffo swachhbharatmission swachhbharat","Positive"
"2274","longestweekendblues
an olaplay ride to work to said to remarkably improve ones spirit when joining work after a really long weekend","Positive"
"2275","its daanutsav week and heres your good act of the day pledge to donate your eyes and help someone see light","Positive"
"2276","guwahati have you spotted the new ola ad on the roads of your city 
capture and share it with us to win ola vouchers olahaina","Positive"
"2277","jaipur have you spotted the new ola ad on the roads of your city 
capture and share it with us to win ola vouchers 
olahaina","Positive"
"2278","day2 of daanutsav is also worldanimalday for the love of animals do your good deed of the daydaanutsavwithola","Positive"
"2279","chandigarh did you check out the new ola ads on your city roads 
capture and share it with us to win ola vouchers 
olahaina","Positive"
"2280","thanks for this tweet binil
help us find more rarefinds like manitweet to us with heroesofola when you meet one","Positive"
"2281","congratulations it’s a boy ishwari delivered a baby in our cab we’re giving them 5 years woh free rides","Positive"
"2282","we hear you were giving the family free rides for the next 5 years","Positive"
"2283","always wanted to teach this daanutsav week volunteer with our paners","Positive"
"2284","have you heard of olaseniors","Negative"
"2285","kolkata heading to watch the fifa u17 world cup
take an olashuttle and get to the stadium in comfo 
","Negative"
"2286","explore the world from the back seat of your cab
 is now available on olaplay
nowplaying","Positive"
"2287","delhi take at least 2 rides using code maggi amp stand a chance to win diwali gift boxes from
details","Positive"
"2288","we already have quite a few womenpaners working with us and there will be many more","Positive"
"2289","now travel anywhere in jaipur at just rs 49 use code wow49 tca
details","Positive"
"2290","keep calm its friday the 13th 
we have a contest coming up for all you horror movie fans
stayspooked","Positive"
"2291","bengaluru mumbai hyderabad tag amp win passes to horror movie night 
dont forget to include your city letsplay","Negative"
"2292","quit horsin around","Negative"
"2293","hi we apologize for the inconvenience caused could you please elaborate on why you felt this way your booking id will help us in 12","Positive"
"2294","resolving the issue for you 22","Positive"
"2295","were proud to recognize mrvinod who has consistently provided exemplary customer experience on all his rides heroesofola","Positive"
"2296","were proud to recognize amp reward our driver paners who have provided exceptional customer experience on every trip heroesofola","Positive"
"2297","ghoomoresponsibly","Negative"
"2298","welcome to the olaplay experience arpit","Positive"
"2299","farakpadtahai","Negative"
"2300","contest ale win tickets to the olasunburn conce this weekend 50 s to begin the contest delhi bengaluru amp chennai","Positive"
"2301","contest aleolasunburn","Negative"
"2302","delhi bengaluru tag a friend and stand a chance to win couple passes tofeaturing","Positive"
"2303","pollution exists 365 days a year lets keep the conversation alive bigfestivalsmallstep 
farakpadtahai","Positive"
